record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award
977,3,Titan Esports,Support,Frozen Base,Final,9,9,9,52.42,217.36,0.91,35.11,0.81,Win,No
978,289,Team Alpha,Entry Fragger,Neon City,Semi-Final,18,6,15,54.08,222.55,0.67,47.34,0.84,Win,No
979,58,CyberX,Flex,Neon City,Playoff,6,12,12,54.0,214.08,0.05,38.5,0.56,Win,No
980,435,CyberX,IGL,Dust Arena,Playoff,9,11,6,61.9,232.54,0.16,52.35,0.96,Win,No
981,303,Phantom Squad,Support,Skyline,Semi-Final,17,7,7,54.46,244.1,0.19,59.33,1.0,Win,No
982,415,Titan Esports,Sniper,Neon City,Semi-Final,13,4,8,40.15,191.9,0.64,35.68,0.87,Win,No
983,239,Phantom Squad,Support,Dust Arena,Qualifier,13,12,7,37.0,281.08,0.49,44.6,0.92,Win,No
984,120,Phantom Squad,Flex,Frozen Base,Qualifier,21,14,10,42.7,187.72,0.26,64.75,1.0,Win,Yes
985,294,Team Alpha,IGL,Frozen Base,Group Stage,24,12,19,44.83,226.95,0.85,54.91,1.0,Win,No
986,4,Red Vortex,Flex,Skyline,Semi-Final,17,5,12,32.96,155.17,0.55,37.98,0.83,Win,No
987,338,Team Alpha,Flex,Neon City,Playoff,17,11,9,55.34,215.33,0.7,56.67,1.0,Win,No
988,377,Red Vortex,IGL,Desert Storm,Final,15,8,5,41.65,256.18,0.86,45.23,0.95,Win,No
989,30,Red Vortex,IGL,Skyline,Final,15,8,15,36.45,206.86,0.76,33.62,0.84,Win,No
990,171,CyberX,Sniper,Neon City,Playoff,12,6,7,39.98,243.06,0.79,35.09,0.82,Win,No
991,437,CyberX,Sniper,Frozen Base,Playoff,16,13,14,44.76,226.74,0.59,47.48,1.0,Win,No
992,391,Team Nova,Support,Skyline,Group Stage,26,13,13,51.85,219.59,0.09,77.02,1.0,Win,Yes
993,373,Red Vortex,Entry Fragger,Frozen Base,Group Stage,12,12,10,45.9,250.9,0.91,39.85,0.89,Win,No
994,242,Red Vortex,Flex,Neon City,Qualifier,23,13,9,41.19,199.29,0.27,67.89,1.0,Win,Yes
995,167,Phantom Squad,Sniper,Skyline,Qualifier,16,6,12,40.99,212.67,0.01,46.4,1.0,Win,No
996,366,Titan Esports,Support,Dust Arena,Group Stage,13,9,12,35.13,191.29,0.48,35.77,0.88,Win,No
997,39,Team Nova,IGL,Desert Storm,Group Stage,13,7,10,44.32,278.25,0.35,41.66,0.91,Win,No
998,9,Phantom Squad,Sniper,Skyline,Playoff,8,5,11,55.95,219.97,0.71,30.88,0.89,Win,No
999,430,Titan Esports,IGL,Dust Arena,Final,11,6,16,49.88,269.22,0.5,31.94,0.85,Win,No
1000,153,Titan Esports,Entry Fragger,Frozen Base,Final,14,7,10,50.16,170.38,0.69,43.18,0.93,Win,No
1001,40,Team Alpha,Support,Desert Storm,Final,17,4,6,54.9,259.37,0.86,50.85,0.99,Win,No
1002,479,Team Nova,IGL,Skyline,Qualifier,9,5,7,36.25,206.11,0.2,32.12,0.94,Win,No
1003,422,Phantom Squad,Sniper,Dust Arena,Qualifier,7,9,9,50.47,224.04,0.35,35.73,0.75,Win,No
1004,459,Titan Esports,Flex,Dust Arena,Semi-Final,16,4,8,50.03,236.71,0.93,43.72,1.0,Win,No
1005,30,CyberX,Sniper,Frozen Base,Final,13,7,16,46.77,241.2,0.84,31.99,0.81,Win,No
1006,326,Phantom Squad,Support,Dust Arena,Final,6,4,9,52.42,145.57,0.64,26.81,0.65,Win,No
1007,97,Phantom Squad,Flex,Frozen Base,Final,23,9,6,32.25,235.7,0.66,58.52,1.0,Win,No
1008,334,Titan Esports,Entry Fragger,Skyline,Group Stage,10,6,10,46.94,153.11,0.36,35.87,0.93,Win,No
1009,275,Red Vortex,Entry Fragger,Desert Storm,Playoff,15,5,8,34.42,264.96,0.63,37.91,0.97,Win,No
1010,149,Team Alpha,Sniper,Desert Storm,Qualifier,12,10,15,32.86,202.15,0.27,32.73,0.86,Win,No
1011,61,Team Alpha,Support,Neon City,Final,24,6,6,39.81,214.75,0.79,60.01,1.0,Win,Yes
1012,260,Titan Esports,Entry Fragger,Dust Arena,Semi-Final,12,7,15,47.13,229.18,0.19,37.66,1.0,Win,No
1013,454,Team Nova,Sniper,Desert Storm,Qualifier,17,9,8,44.31,203.34,0.76,49.55,1.0,Win,No
1014,277,CyberX,Sniper,Neon City,Final,17,8,18,44.18,220.35,0.49,41.19,0.79,Win,No
1015,304,Red Vortex,IGL,Desert Storm,Qualifier,11,7,12,62.63,238.96,0.99,38.41,1.0,Win,No
1016,113,Phantom Squad,Sniper,Neon City,Semi-Final,14,5,6,48.73,242.84,0.77,43.66,1.0,Win,No
1017,337,Red Vortex,Support,Desert Storm,Playoff,6,9,12,34.68,239.89,0.87,17.64,0.77,Win,No
1018,315,Phantom Squad,Entry Fragger,Desert Storm,Final,10,12,13,52.0,200.15,0.38,41.2,0.8,Win,No
1019,398,Red Vortex,Support,Dust Arena,Group Stage,27,9,10,41.12,212.45,0.86,64.96,1.0,Win,Yes
1020,115,Team Alpha,Sniper,Skyline,Final,15,12,5,46.55,255.9,0.84,51.88,0.98,Win,No
1021,6,Titan Esports,IGL,Frozen Base,Playoff,13,7,13,54.72,192.26,0.71,40.26,1.0,Win,No
1022,316,Titan Esports,Entry Fragger,Desert Storm,Group Stage,16,9,9,46.52,208.54,0.61,49.16,1.0,Win,No
1023,305,Red Vortex,Support,Neon City,Playoff,13,9,11,26.61,225.09,0.53,32.0,0.65,Win,No
1024,196,Team Nova,Flex,Dust Arena,Semi-Final,21,7,9,40.23,233.9,0.09,59.21,1.0,Win,No
1025,456,Titan Esports,Entry Fragger,Dust Arena,Playoff,13,8,7,50.96,216.39,0.52,47.28,0.91,Win,No
1026,131,Titan Esports,Sniper,Skyline,Final,14,5,7,38.54,254.59,0.72,38.07,0.81,Win,No
1027,255,CyberX,Entry Fragger,Neon City,Final,16,7,8,41.97,245.92,0.12,50.78,0.93,Win,No
1028,340,CyberX,Sniper,Dust Arena,Semi-Final,27,12,9,37.53,173.11,0.0,75.77,1.0,Win,Yes
1029,167,Team Nova,Support,Dust Arena,Playoff,15,7,9,52.11,246.28,0.61,47.95,1.0,Win,No
1030,154,CyberX,Flex,Desert Storm,Group Stage,16,7,11,43.36,233.49,0.42,45.48,0.83,Win,No
1031,10,Red Vortex,Sniper,Dust Arena,Semi-Final,20,7,12,38.33,210.25,0.15,52.66,0.97,Win,No
1032,347,Red Vortex,IGL,Frozen Base,Group Stage,21,10,8,36.89,217.54,0.75,54.95,1.0,Win,No
1033,25,Red Vortex,Flex,Frozen Base,Semi-Final,15,8,8,52.49,252.85,0.2,54.25,1.0,Win,No
1034,68,Team Alpha,IGL,Desert Storm,Qualifier,13,5,9,39.51,231.3,0.29,38.85,0.77,Win,No
1035,332,Phantom Squad,Entry Fragger,Frozen Base,Qualifier,18,8,10,34.72,231.14,0.13,50.06,0.86,Win,No
1036,393,Red Vortex,Entry Fragger,Skyline,Playoff,12,9,12,41.12,278.32,0.45,37.06,0.91,Win,No
1037,258,Team Nova,Entry Fragger,Dust Arena,Playoff,8,10,7,47.87,276.51,0.02,42.73,1.0,Win,No
1038,150,Team Alpha,IGL,Neon City,Playoff,22,6,12,33.58,260.75,0.26,52.19,1.0,Win,No
1039,279,Red Vortex,Entry Fragger,Neon City,Semi-Final,16,8,8,43.93,219.73,0.4,49.97,1.0,Win,No
1040,254,Team Nova,Support,Neon City,Semi-Final,12,6,10,33.48,133.73,0.39,32.84,0.82,Win,No
1041,162,Team Alpha,IGL,Frozen Base,Playoff,15,14,7,34.24,252.49,0.71,47.02,0.87,Win,No
1042,415,CyberX,IGL,Skyline,Semi-Final,13,8,9,35.37,251.68,0.09,41.79,0.77,Win,No
1043,48,Red Vortex,IGL,Desert Storm,Playoff,16,4,5,39.26,219.87,0.61,44.53,1.0,Win,No
1044,86,Phantom Squad,Support,Skyline,Semi-Final,8,7,8,51.0,252.07,0.93,31.2,0.74,Win,No
1045,249,Titan Esports,IGL,Skyline,Playoff,13,12,6,36.23,209.17,0.89,41.21,0.91,Win,No
1046,409,Titan Esports,IGL,Dust Arena,Final,17,2,8,46.51,167.38,0.8,43.25,0.96,Win,No
1047,227,CyberX,Support,Frozen Base,Group Stage,24,12,9,43.11,213.56,0.37,68.86,1.0,Win,Yes
1048,127,Red Vortex,Entry Fragger,Neon City,Semi-Final,23,9,12,44.91,229.8,0.27,62.75,1.0,Win,Yes
1049,5,Team Nova,IGL,Neon City,Qualifier,16,4,5,54.39,189.46,0.87,49.5,1.0,Win,No
1050,443,Phantom Squad,Sniper,Desert Storm,Playoff,9,8,11,56.87,224.21,0.95,33.94,0.77,Win,No
1051,88,CyberX,IGL,Neon City,Final,24,9,13,30.84,228.82,0.16,57.82,0.79,Win,No
1052,20,Phantom Squad,Sniper,Neon City,Final,16,10,5,33.83,243.36,0.7,46.91,0.83,Win,No
1053,159,Team Alpha,Support,Dust Arena,Semi-Final,13,6,9,54.47,216.7,0.33,46.94,1.0,Win,No
1054,124,Team Nova,Flex,Desert Storm,Group Stage,14,8,8,42.61,236.25,0.18,47.51,0.9,Win,No
1055,142,Team Alpha,Sniper,Frozen Base,Group Stage,13,7,6,50.79,211.41,0.74,44.99,0.96,Win,No
1056,237,Team Alpha,Support,Skyline,Semi-Final,12,6,7,47.96,210.56,0.72,39.78,0.92,Win,No
1057,443,Team Nova,Entry Fragger,Skyline,Playoff,14,8,8,52.1,221.04,0.04,53.65,1.0,Win,No
1058,215,Titan Esports,IGL,Frozen Base,Group Stage,14,11,11,56.92,174.23,0.15,54.96,1.0,Win,No
1059,329,Red Vortex,IGL,Frozen Base,Playoff,15,10,10,45.04,197.23,0.5,47.52,1.0,Win,No
1060,445,Phantom Squad,IGL,Frozen Base,Final,18,8,8,51.89,234.32,0.46,57.34,1.0,Win,No
1061,150,Team Alpha,IGL,Neon City,Playoff,22,9,18,35.3,232.34,0.7,45.65,0.94,Win,No
1062,188,Phantom Squad,Entry Fragger,Frozen Base,Playoff,17,4,7,42.13,198.7,0.8,44.06,1.0,Win,No
1063,150,Team Alpha,IGL,Neon City,Group Stage,11,8,7,38.76,201.86,0.46,37.78,0.74,Win,No
1064,305,CyberX,Entry Fragger,Dust Arena,Group Stage,13,11,6,50.08,238.85,0.97,46.34,0.99,Win,No
1065,421,Titan Esports,Support,Frozen Base,Semi-Final,15,4,11,35.85,264.27,0.81,32.82,0.73,Win,No
1066,471,Team Alpha,Entry Fragger,Dust Arena,Qualifier,7,8,3,45.66,250.23,0.37,38.13,0.83,Win,No
1067,273,Team Nova,IGL,Desert Storm,Playoff,18,10,8,38.89,248.21,0.01,57.34,1.0,Win,No
1068,121,Red Vortex,Sniper,Desert Storm,Qualifier,12,12,11,51.67,223.01,0.51,45.73,1.0,Win,No
1069,466,Team Nova,Entry Fragger,Frozen Base,Semi-Final,15,5,9,39.45,246.38,0.26,43.12,1.0,Win,No
1070,409,Phantom Squad,Support,Desert Storm,Playoff,21,11,6,41.39,254.65,0.08,66.89,1.0,Win,Yes
1071,5,Team Alpha,Sniper,Skyline,Final,20,8,7,43.82,234.08,0.0,62.91,1.0,Win,Yes
1072,215,Phantom Squad,Flex,Dust Arena,Group Stage,16,8,11,52.96,254.58,0.35,51.98,0.97,Win,No
1073,219,CyberX,Support,Skyline,Group Stage,18,9,17,37.73,180.5,0.27,44.16,1.0,Win,No
1074,353,CyberX,Support,Skyline,Group Stage,20,11,9,46.3,260.94,0.44,60.75,1.0,Win,Yes
1075,376,CyberX,Flex,Neon City,Playoff,14,9,15,50.35,207.37,0.04,46.77,0.87,Win,No
1076,335,Team Alpha,IGL,Neon City,Final,14,13,10,43.67,238.49,0.95,43.34,0.87,Win,No
1077,469,CyberX,Support,Dust Arena,Final,21,8,9,47.74,252.48,0.61,58.77,1.0,Win,No
1078,171,Team Nova,Sniper,Neon City,Group Stage,11,6,6,40.87,222.28,0.68,35.64,0.88,Win,No
1079,495,Titan Esports,Entry Fragger,Neon City,Semi-Final,16,6,5,44.65,249.62,0.14,53.93,0.95,Win,No
1080,445,Titan Esports,Sniper,Neon City,Group Stage,11,9,14,42.83,256.25,0.78,30.61,0.73,Win,No
1081,254,Team Nova,Entry Fragger,Desert Storm,Qualifier,8,7,10,23.35,204.55,0.71,17.58,0.57,Win,No
1082,15,CyberX,Flex,Frozen Base,Qualifier,11,12,10,49.06,169.13,0.21,46.43,1.0,Win,No
1083,256,Team Alpha,IGL,Neon City,Playoff,14,3,11,56.21,233.68,0.79,40.21,0.91,Win,No
1084,25,Phantom Squad,IGL,Dust Arena,Final,15,7,13,51.48,273.69,0.34,46.34,1.0,Win,No
1085,303,Phantom Squad,IGL,Neon City,Group Stage,13,7,10,40.83,238.41,0.34,40.02,0.87,Win,No
1086,305,Titan Esports,Entry Fragger,Skyline,Group Stage,20,9,12,33.01,227.46,0.65,47.0,0.94,Win,No
1087,354,Phantom Squad,Entry Fragger,Dust Arena,Semi-Final,13,11,9,49.53,249.01,0.84,44.37,0.84,Win,No
1088,336,Team Nova,Support,Dust Arena,Playoff,13,4,7,47.23,215.02,0.01,46.51,0.93,Win,No
1089,466,Red Vortex,Sniper,Dust Arena,Qualifier,17,8,12,39.5,189.22,0.97,40.05,1.0,Win,No
1090,12,Titan Esports,Flex,Desert Storm,Playoff,13,7,9,39.29,167.98,0.52,38.44,0.92,Win,No
1091,255,Team Alpha,IGL,Desert Storm,Group Stage,15,16,9,45.95,247.5,0.26,57.38,1.0,Win,No
1092,18,Titan Esports,Entry Fragger,Skyline,Playoff,9,8,10,22.96,160.89,0.53,22.18,0.66,Win,No
1093,103,Team Nova,Flex,Desert Storm,Final,14,10,10,30.93,235.22,0.74,36.07,0.74,Win,No
1094,223,Red Vortex,Entry Fragger,Skyline,Playoff,20,9,6,45.17,193.12,0.84,57.19,1.0,Win,No
1095,193,Titan Esports,Entry Fragger,Frozen Base,Semi-Final,14,7,13,49.27,259.02,0.32,43.44,1.0,Win,No
1096,156,CyberX,IGL,Skyline,Playoff,22,5,10,50.69,227.7,0.48,59.55,1.0,Win,No
1097,371,Team Nova,Support,Skyline,Final,19,3,12,42.55,163.44,0.21,48.17,0.99,Win,No
1098,373,Titan Esports,Sniper,Dust Arena,Qualifier,16,13,13,53.95,174.3,0.26,56.38,1.0,Win,No
1099,265,Red Vortex,IGL,Desert Storm,Qualifier,16,12,14,51.1,277.64,0.07,54.85,1.0,Win,No
1100,288,Titan Esports,IGL,Dust Arena,Final,13,8,15,45.29,212.79,0.83,33.34,0.93,Win,No
1101,378,Team Alpha,Flex,Frozen Base,Semi-Final,17,8,10,50.0,254.93,0.43,52.7,1.0,Win,No
1102,280,Titan Esports,IGL,Desert Storm,Playoff,16,10,3,40.01,255.55,0.63,52.7,1.0,Win,No
1103,183,Red Vortex,IGL,Dust Arena,Group Stage,18,4,13,37.76,247.98,0.99,35.98,0.81,Win,No
1104,268,Team Nova,Support,Frozen Base,Final,16,13,12,40.26,212.07,0.37,49.43,1.0,Win,No
1105,466,Team Nova,Sniper,Frozen Base,Semi-Final,12,11,13,35.59,215.48,0.82,31.6,0.77,Win,No
1106,203,Team Alpha,Sniper,Frozen Base,Semi-Final,14,6,2,29.8,184.09,0.83,38.6,1.0,Win,No
1107,209,Phantom Squad,Support,Frozen Base,Semi-Final,8,10,9,51.88,187.1,0.31,39.84,0.86,Win,No
1108,199,Phantom Squad,Sniper,Frozen Base,Semi-Final,11,12,10,49.21,177.32,0.58,42.81,1.0,Win,No
1109,62,Phantom Squad,Support,Neon City,Final,16,9,11,44.55,217.19,0.02,52.07,1.0,Win,No
1110,216,Red Vortex,Entry Fragger,Skyline,Playoff,7,11,7,35.17,286.94,0.69,28.69,0.75,Win,No
1111,274,CyberX,Support,Dust Arena,Qualifier,7,5,4,43.01,186.1,0.8,28.5,0.87,Win,No
1112,169,Team Alpha,Support,Skyline,Qualifier,14,9,9,33.52,193.53,0.97,35.06,0.91,Win,No
1113,319,Team Alpha,Sniper,Frozen Base,Final,16,3,11,37.73,267.88,0.77,35.16,0.89,Win,No
1114,257,Team Nova,Entry Fragger,Dust Arena,Semi-Final,17,6,6,46.58,205.67,0.22,55.09,0.85,Win,No
1115,484,Titan Esports,Entry Fragger,Neon City,Qualifier,20,7,9,46.96,212.53,0.06,60.88,1.0,Win,Yes
1116,62,CyberX,Support,Desert Storm,Qualifier,10,5,11,36.2,228.36,0.76,24.5,0.72,Win,No
1117,42,Titan Esports,Flex,Desert Storm,Semi-Final,18,5,12,57.67,167.31,0.71,50.73,1.0,Win,No
1118,393,CyberX,IGL,Dust Arena,Group Stage,9,11,11,54.75,227.42,0.8,37.38,0.83,Win,No
1119,259,Phantom Squad,IGL,Desert Storm,Group Stage,18,5,16,41.67,208.31,0.79,37.94,0.72,Win,No
1120,175,Red Vortex,Flex,Neon City,Group Stage,9,9,10,46.95,234.65,0.59,34.58,0.73,Win,No
1121,166,Team Nova,Entry Fragger,Frozen Base,Semi-Final,17,10,9,36.23,183.32,0.19,51.21,0.95,Win,No
1122,253,CyberX,Support,Skyline,Group Stage,13,9,10,51.76,261.97,0.23,48.58,1.0,Win,No
1123,110,Red Vortex,Support,Desert Storm,Playoff,11,11,7,45.11,283.64,0.66,41.95,0.92,Win,No
1124,404,Team Alpha,Flex,Desert Storm,Final,11,12,6,39.67,200.39,0.87,39.14,0.88,Win,No
1125,169,CyberX,IGL,Neon City,Qualifier,16,10,11,51.13,258.57,0.92,47.36,1.0,Win,No
1126,337,Red Vortex,Flex,Neon City,Group Stage,8,5,12,39.52,229.99,0.83,20.46,0.74,Win,No
1127,379,Titan Esports,Support,Dust Arena,Qualifier,10,5,10,46.73,223.49,0.35,34.86,0.82,Win,No
1128,419,Titan Esports,Sniper,Skyline,Group Stage,18,2,10,50.37,217.85,0.61,47.09,0.83,Win,No
1129,370,Titan Esports,Sniper,Skyline,Group Stage,12,11,10,46.38,276.87,0.5,43.19,0.99,Win,No
1130,275,Red Vortex,Support,Neon City,Group Stage,9,7,11,42.73,245.7,0.66,28.76,0.88,Win,No
1131,469,Red Vortex,Support,Desert Storm,Group Stage,18,6,4,45.46,235.4,0.51,55.63,0.94,Win,No
1132,158,Team Nova,Sniper,Neon City,Qualifier,14,7,12,38.24,228.48,0.18,40.32,0.89,Win,No
1133,361,CyberX,Flex,Frozen Base,Final,21,2,14,47.77,240.9,0.67,47.19,0.92,Win,No
1134,326,CyberX,Sniper,Frozen Base,Final,19,6,7,43.66,196.56,0.6,52.83,1.0,Win,No
1135,55,Titan Esports,IGL,Skyline,Final,20,8,10,44.29,273.33,0.86,51.54,1.0,Win,No
1136,398,Team Alpha,Sniper,Desert Storm,Semi-Final,19,7,8,51.32,261.83,0.18,60.86,1.0,Win,Yes
1137,498,Titan Esports,Support,Desert Storm,Qualifier,14,7,11,45.44,227.29,0.47,42.02,1.0,Win,No
1138,424,Phantom Squad,Sniper,Dust Arena,Qualifier,16,5,7,31.01,224.32,0.55,40.01,0.84,Win,No
1139,368,Phantom Squad,Support,Desert Storm,Playoff,18,8,8,37.67,218.44,0.19,52.94,1.0,Win,No
1140,289,CyberX,Support,Skyline,Playoff,17,9,14,54.21,222.45,0.24,53.71,1.0,Win,No
1141,53,Team Alpha,Support,Desert Storm,Semi-Final,15,8,13,42.75,219.82,0.97,36.67,0.8,Win,No
1142,307,Phantom Squad,Entry Fragger,Frozen Base,Group Stage,13,10,5,48.86,246.45,0.66,48.83,1.0,Win,No
1143,269,CyberX,Support,Skyline,Group Stage,13,13,9,48.13,227.39,0.31,50.96,1.0,Win,No
1144,97,Red Vortex,IGL,Desert Storm,Group Stage,18,7,10,44.16,235.81,0.4,51.08,0.95,Win,No
1145,243,Titan Esports,Support,Desert Storm,Qualifier,15,11,5,38.72,173.05,0.55,49.86,0.95,Win,No
1146,1,Titan Esports,Sniper,Dust Arena,Group Stage,9,5,4,30.91,216.43,0.53,29.15,0.84,Win,No
1147,245,CyberX,Support,Neon City,Playoff,13,9,10,44.85,218.19,0.92,38.22,0.92,Win,No
1148,424,Phantom Squad,Entry Fragger,Desert Storm,Semi-Final,16,8,9,58.41,183.84,0.89,51.3,0.77,Win,No
1149,32,Titan Esports,Entry Fragger,Skyline,Group Stage,10,2,7,39.41,185.83,0.03,34.41,0.97,Win,No
1150,331,Team Nova,IGL,Dust Arena,Playoff,9,5,8,60.75,282.91,0.75,37.88,0.91,Win,No
1151,324,Team Nova,Support,Neon City,Group Stage,12,12,9,45.37,199.01,0.04,49.29,1.0,Win,No
1152,108,Phantom Squad,IGL,Desert Storm,Playoff,13,11,5,42.21,231.22,0.69,46.21,0.84,Win,No
1153,455,Titan Esports,Support,Neon City,Playoff,15,10,9,51.06,232.54,0.18,54.73,1.0,Win,No
1154,82,CyberX,Entry Fragger,Neon City,Group Stage,8,6,11,51.77,197.67,0.8,28.89,0.67,Win,No
1155,209,Team Alpha,Sniper,Desert Storm,Group Stage,16,10,8,44.69,247.82,0.28,53.55,1.0,Win,No
1156,234,Red Vortex,Flex,Desert Storm,Final,18,9,16,47.74,265.87,0.56,47.27,1.0,Win,No
1157,422,Team Nova,Entry Fragger,Frozen Base,Semi-Final,20,9,11,44.6,235.23,0.79,52.4,1.0,Win,No
1158,371,Titan Esports,Sniper,Skyline,Semi-Final,12,9,11,49.47,233.55,0.92,37.53,0.85,Win,No
1159,270,Team Nova,Flex,Desert Storm,Semi-Final,14,11,13,62.43,208.28,0.91,48.12,1.0,Win,No
1160,217,Red Vortex,Flex,Frozen Base,Group Stage,16,11,10,47.42,223.76,0.68,49.91,0.94,Win,No
1161,443,Red Vortex,Support,Frozen Base,Semi-Final,18,9,7,46.31,243.73,0.21,59.05,1.0,Win,No
1162,202,Red Vortex,Flex,Frozen Base,Final,14,10,14,43.27,194.16,0.45,41.14,0.74,Win,No
1163,499,Team Nova,IGL,Frozen Base,Qualifier,20,12,8,57.64,270.15,0.61,66.72,1.0,Win,Yes
1164,284,CyberX,Entry Fragger,Skyline,Final,10,5,9,54.04,261.03,0.93,33.72,0.81,Win,No
1165,135,Red Vortex,Flex,Dust Arena,Playoff,18,6,9,34.32,188.72,0.21,48.06,1.0,Win,No
1166,32,Phantom Squad,IGL,Frozen Base,Playoff,22,12,12,36.43,277.54,0.4,58.22,1.0,Win,No
1167,112,Red Vortex,Flex,Neon City,Semi-Final,10,7,10,33.93,256.78,0.05,33.47,0.82,Win,No
1168,289,Titan Esports,IGL,Frozen Base,Semi-Final,22,10,8,46.45,196.14,0.39,65.32,1.0,Win,Yes
1169,110,Team Alpha,Sniper,Desert Storm,Semi-Final,16,5,9,51.05,297.62,0.48,48.73,0.91,Win,No
1170,23,Team Nova,Flex,Neon City,Group Stage,23,10,10,41.69,165.32,0.18,65.05,1.0,Win,Yes
1171,228,Team Nova,IGL,Desert Storm,Playoff,21,13,12,38.14,212.45,0.76,54.47,1.0,Win,No
1172,275,Team Nova,Flex,Frozen Base,Group Stage,10,15,11,53.9,218.64,0.82,42.75,1.0,Win,No
1173,185,Red Vortex,IGL,Skyline,Group Stage,14,7,14,44.55,263.8,0.73,35.98,0.71,Win,No
1174,401,CyberX,Sniper,Skyline,Group Stage,19,11,7,35.44,269.69,0.62,53.52,1.0,Win,No
1175,55,Titan Esports,Support,Dust Arena,Qualifier,15,13,11,31.25,205.84,0.76,40.02,0.85,Win,No
1176,331,Red Vortex,IGL,Desert Storm,Semi-Final,14,12,15,47.4,235.67,0.9,39.7,0.86,Win,No
1177,178,Titan Esports,Sniper,Neon City,Playoff,14,7,10,23.99,215.11,0.89,28.09,0.68,Win,No
1178,70,Red Vortex,IGL,Frozen Base,Playoff,12,6,15,47.96,238.63,0.02,38.78,1.0,Win,No
1179,209,Phantom Squad,Support,Skyline,Semi-Final,23,2,11,29.4,219.9,0.53,46.4,0.92,Win,No
1180,485,Red Vortex,Sniper,Skyline,Semi-Final,12,11,12,45.11,164.44,0.85,37.05,0.74,Win,No
1181,81,Titan Esports,Flex,Skyline,Semi-Final,18,11,8,57.26,230.94,0.87,58.93,1.0,Win,No
1182,62,Phantom Squad,Entry Fragger,Dust Arena,Playoff,13,7,15,48.17,241.01,0.75,34.59,0.81,Win,No
1183,30,Team Nova,IGL,Neon City,Qualifier,14,11,7,28.36,196.14,0.98,36.38,0.86,Win,No
1184,39,Phantom Squad,Entry Fragger,Frozen Base,Group Stage,20,8,12,55.09,256.6,0.18,61.75,1.0,Win,Yes
1185,19,Titan Esports,Support,Neon City,Semi-Final,16,6,10,44.34,240.61,0.66,43.57,0.77,Win,No
1186,237,Red Vortex,IGL,Skyline,Final,14,9,12,35.57,174.41,0.98,32.98,0.79,Win,No
1187,139,Phantom Squad,Flex,Skyline,Qualifier,15,8,13,35.25,255.83,0.41,38.52,0.9,Win,No
1188,5,Red Vortex,IGL,Frozen Base,Playoff,15,14,7,44.99,248.83,0.0,59.5,1.0,Win,No
1189,69,Titan Esports,Sniper,Dust Arena,Group Stage,15,7,4,33.9,254.16,0.69,43.05,0.91,Win,No
1190,193,Titan Esports,Flex,Desert Storm,Playoff,14,5,7,49.41,199.77,0.47,46.0,0.95,Win,No
1191,29,Phantom Squad,Sniper,Dust Arena,Semi-Final,15,5,12,41.75,234.98,0.75,36.38,0.88,Win,No
1192,315,CyberX,Sniper,Desert Storm,Semi-Final,18,10,9,44.48,178.47,0.16,57.64,1.0,Win,No
1193,495,Titan Esports,Entry Fragger,Skyline,Semi-Final,15,14,10,40.04,197.5,0.22,51.82,1.0,Win,No
1194,131,Phantom Squad,IGL,Skyline,Playoff,21,4,11,45.86,159.34,0.71,50.83,1.0,Win,No
1195,290,Team Nova,Flex,Neon City,Qualifier,19,4,10,35.01,226.2,0.0,49.5,1.0,Win,No
1196,410,CyberX,Support,Skyline,Qualifier,9,15,11,51.58,213.7,0.01,47.69,0.98,Win,No
1197,383,Red Vortex,Entry Fragger,Skyline,Semi-Final,15,11,8,36.75,193.32,0.64,44.98,0.96,Win,No
1198,353,Titan Esports,IGL,Desert Storm,Playoff,22,6,13,47.0,279.4,0.91,51.4,1.0,Win,No
1199,421,CyberX,IGL,Dust Arena,Semi-Final,15,6,10,35.77,217.19,0.51,38.79,0.97,Win,No
1200,290,CyberX,IGL,Dust Arena,Group Stage,18,11,7,58.3,229.73,0.82,60.95,1.0,Win,Yes
1201,105,CyberX,IGL,Neon City,Group Stage,21,6,11,50.27,255.83,0.23,59.84,1.0,Win,No
1202,201,Team Alpha,Flex,Dust Arena,Qualifier,14,7,9,37.01,255.74,0.73,37.2,0.98,Win,No
1203,155,CyberX,IGL,Neon City,Qualifier,17,14,11,38.73,243.56,0.68,49.56,0.91,Win,No
1204,208,Team Nova,IGL,Skyline,Final,26,10,9,47.34,214.35,0.32,73.47,1.0,Win,Yes
1205,471,Phantom Squad,Entry Fragger,Desert Storm,Playoff,14,11,9,31.55,241.76,0.64,39.38,0.99,Win,No
1206,104,Phantom Squad,Support,Neon City,Group Stage,17,9,4,42.17,225.37,0.59,54.19,1.0,Win,No
1207,103,Phantom Squad,Entry Fragger,Desert Storm,Final,19,7,11,52.65,189.37,0.76,52.73,1.0,Win,No
1208,396,Team Nova,Sniper,Neon City,Group Stage,21,6,12,49.55,210.92,0.08,59.98,1.0,Win,No
1209,152,Phantom Squad,IGL,Skyline,Group Stage,18,6,16,30.36,226.9,0.79,33.28,0.78,Win,No
1210,457,Team Nova,Entry Fragger,Skyline,Qualifier,19,6,12,39.65,208.39,0.27,49.12,0.94,Win,No
1211,472,Team Nova,Support,Frozen Base,Playoff,10,8,14,43.04,159.46,0.51,30.42,0.87,Win,No
